Acronym,SAT ID,Launch,(expected) EOL,Satellite Programme,Agencies,Orbit,Altitude,Longitude,Inclination,Ect,Sat status,Payload,Last update
FY-4C,122,2023-11-30,2030-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,86.5 ° E,,,Planned,"IMPACT/MAG
IMPACT/SEP
IMPACT/STE
IMPACT/SWEA
PLASTIC
S/WAVES
SECCHI/COR-1
SECCHI/COR-2
SECCHI/EUVI
SECCHI/HI-1
SECCHI/HI-2",2020-02-27 23:55:07
GeoCarb,727,2023-11-30,2026-11-30,Geostationary Carbon Cycle Observatory,"NASA
",GEO,35786 km,85 ° W,,,Planned,"CITRIS
SHIMMER",2015-07-29 12:28:41
GOES-U,666,2023-11-30,2038-11-30,Geostationary Operational Environmental Satellite - 3rd generation,"NOAA
NASA",GEO,35786 km,75 ° W,,,Planned,ODTML,2020-01-01 03:19:10
HY-1F,681,2023-11-30,2029-11-30,Hai Yang 1,"NSOAS
CAST",SunSync,798 km,,,13:30 asc,Planned,"SWATS
TIM 
iMESA-R",2022-01-03 13:02:55
HY-2F,683,2023-11-30,2028-11-30,Hai Yang 2,"NSOAS
CAST",DRIFT,1336 km,,66°,,Planned,X-SAR,2022-09-26 08:14:04
HY-3C,643,2023-11-30,2031-11-30,Hai Yang 3,"NSOAS
CAST",GEO,35786 km,TBD ,,,Planned,X-SAR,2022-09-26 08:16:47
MAIA,690,2023-11-30,2026-11-30,Multi-Angle Imager for Aerosols,"NASA
",SunSync,740 km,,,TBD,Planned,X-SAR,2022-09-26 08:18:21
Meteor-M N2-5,617,2023-11-30,2028-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,820.7 km,,,15:00 desc,Planned,"FIMS
SPP-fields
SPP-particles",2015-07-29 12:31:22
Metop-SG-A1,840,2023-11-30,2030-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,"DREAM
LRA (KARI)",2015-07-29 12:32:15
MTG-S1,293,2023-11-30,2031-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,"LP
LRA (KARI)
SREM-dose
SREM-particles",2015-07-29 12:33:18
Obzor-R N2,645,2023-11-30,2028-11-30,Operative Monitoring Satellite - Radar,"Roscosmos
",SunSync,650 km,,,TBD,Planned,"COMIS
MIRIS/MEOC
MIRIS/MSOC",2022-01-03 15:17:57
ResourceSat-3A,721,2023-11-30,2027-11-30,Satellite for Earth Resources,"ISRO
",SunSync,795 km,,,10:30 desc,Planned,MSI (Sansa),2015-07-29 12:35:04
Sentinel-2C,756,2023-11-30,2030-11-30,Sentinel-2,"ESA
EC",SunSync,786 km,,,10:30 desc,Planned,PMS-3,2022-05-03 15:54:38
Sentinel-3C,803,2023-11-30,2030-11-30,Sentinel-3,"ESA
EC
EUMETSAT",SunSync,810 km,,,10:00 desc,Planned,PMS-3,2022-05-03 15:53:50
WSF-M1,953,2023-11-30,2029-11-30,Weather System Follow-on,"DoD
",SunSync,833 km,,,,Planned,SAR (Superview),2022-09-26 08:21:42
ALTIUS,917,2024-11-30,2027-11-30,Atmospheric Limb Tracker for Investigation of the Upcoming Stratosphere,"ESA
BIRA",SunSync,690 km,,,10:00 desc,Planned,SAR (Superview),2022-09-26 08:22:51
Arctica-M N4,694,2024-11-30,2034-11-30,Arctica in Molniya orbit,"RosHydroMet
Roscosmos",Molniya,,,63.4°,,Planned,PMS-3,2022-01-03 16:09:40
Arctica-M N5,695,2024-11-30,2034-11-30,Arctica in Molniya orbit,"RosHydroMet
Roscosmos",Molniya,,,63.4°,,Planned,PMS-3,2022-01-03 16:10:19
DQ-2,946,2024-11-30,2032-11-30,Gao Fen,"CNSA
",SunSync,705 km,,,13:00 asc,Planned,PMS-3,2018-04-26 12:57:47
Electro-M N1,75,2024-11-30,2034-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,14.5 ° W,,,Planned,PMS-3,2018-04-26 12:59:10
FY-4 MW1,894,2024-11-30,2028-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,,TBD ,,,Planned,"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM",2022-01-03 09:08:33
HY-2G,685,2024-11-30,2029-11-30,Hai Yang 2,"NSOAS
CAST",DRIFT,1336 km,,66°,,Planned,"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM",2022-01-03 09:08:16
HY-3D,687,2024-11-30,2032-11-30,Hai Yang 3,"NSOAS
CAST",GEO,35786 km,TBD ,,,Mission concept,"ACC
ASM
EFI (SWARM)
GPS (ESA)
LRR (DLR)
STR (SWARM)
VFM",2022-01-03 09:07:48
Meteor-M N2-6,801,2024-11-30,2029-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,820.7 km,,,09:00 asc,Planned,"CCOR
SWIS/MAG
SWIS/STIS
SWIS/SWiPS",2022-10-03 08:41:11
Meteor-MP N1,286,2024-11-30,2031-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,830 km,,,15:30 asc,Planned,"Altimeter
KaRIN
MW radiometer",2022-09-26 14:37:37
Metop-SG-B1,85,2024-11-30,2031-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,IGOR (TacSat-2),2015-07-29 12:37:42
MTG-I2,290,2024-11-30,2032-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,L-SAR,2022-10-17 09:38:38
Obzor-O N2,649,2024-11-30,2031-11-30,Operative Monitoring Satellite - Optical,"Roscosmos
",SunSync,700 km,,,10:30 desc,Planned,"SAR-X
TOR",2021-01-16 19:56:47
Obzor-R N3,646,2024-11-30,2029-11-30,Operative Monitoring Satellite - Radar,"Roscosmos
",SunSync,650 km,,,TBD,Planned,"ACGS
CAPI",2022-02-28 10:29:48
QuickSounder,949,2024-11-30,2029-11-30,NOAA Low Earth Orbiting Observation Program,"NOAA
",SunSync,,,,,Planned,TEMPO,2022-05-16 12:41:12
SAOCOM-2A,388,2024-11-30,2029-11-30,SAtélite Argentino de Observación COn Microondas,"CONAE
",SunSync,620 km,,,06:00 asc,Planned,"ASTER
CERES
MISR
MODIS
MOPITT",2022-03-21 08:50:44
Sentinel-2D,757,2024-11-30,2031-11-30,Sentinel-2,"ESA
EC",SunSync,786 km,,,10:30 desc,Planned,"SAR-X
TOR",2021-01-16 18:09:37
Sentinel-6B,480,2024-11-30,2031-11-30,Sentinel-6,"EUMETSAT
CNES
EC
ESA
NASA
NOAA",DRIFT,1336 km,,66°,,Planned,"MS (TH)
PAN (TH)",2019-12-29 16:00:45
SWFO-L1,784,2024-11-30,2029-11-30,Space Weather Follow-On,"NOAA
NASA",L1,1.5e+06 km,,,,Planned,"MS (TH)
PAN (TH)",2022-01-03 12:56:55
TRISHNA,750,2024-11-30,2029-11-30,TRISHA,"ISRO
CNES",SunSync,761 km,,,13:00 asc,Planned,"MS (TH)
PAN (TH)",2022-01-03 13:00:05
Vigil-L5,932,2024-11-30,2034-11-30,ESA Space Situational Awareness programme,"ESA
",L4-L5,,,,,Planned,"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST",2022-01-03 12:40:27
Zond-M,524,2024-11-30,2027-11-30,Ionozond,"Roscosmos
",SunSync,600 km,,,TBD,Planned,"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST",2022-03-21 10:54:03
CO2M,913,2025-11-30,2030-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",SunSync,735 km,,,11:30 desc,Considered,"EFI (THEMIS)
ESA
FGM (THEMIS)
SCM
SST",2022-01-03 12:40:43
Electro-M N2,76,2025-11-30,2035-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,76 ° E,,,Planned,"MS (THEOS)
PAN (THEOS)",2022-08-30 10:26:01
FY-3I,521,2025-11-30,2033-11-30,Feng-Yun - 3,"CMA
NRSCC",DRIFT,407 km,,50°,,Planned,"MS (THEOS-2)
PAN (THEOS-2)",2022-08-30 10:34:12
FY-4D,123,2025-11-30,2032-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,105 ° E,,,Planned,CERIA,2022-08-30 10:48:42
HRWS-SAR,638,2025-11-30,2033-11-30,TerraSAR,"DLR
",SunSync,515 km,,,06:00 desc,Mission concept,"GUVI
SABER
SEE
TIDI ",2022-03-21 09:23:09
Meteor-MP N2,287,2025-11-30,2032-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,830 km,,,09:30 desc,Planned,"VCS-NA
VCS-WA",2015-07-29 12:57:14
Obzor-O N3,650,2025-11-30,2032-11-30,Operative Monitoring Satellite - Optical,"Roscosmos
",SunSync,700 km,,,10:30 desc,Planned,VCS-WA,2015-07-29 12:58:19
SAOCOM-2B,389,2025-11-30,2030-11-30,SAtélite Argentino de Observación COn Microondas,"CONAE
",SunSync,620 km,,,06:00 asc,Planned,"FPR
MRIR
VCS-NA
VCS-WA",2015-07-29 12:59:35
CRISTAL,914,2026-11-30,2033-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",DRIFT,717 km,,92°,,Considered,"FPR
MRIR
VCS-WA",2015-07-29 13:00:26
CSG-4,941,2026-11-30,2033-11-30,COSMO-SkyMed Second Generation,"ASI
",SunSync,,,,,Planned,"FPR
MRIR
VCS-MA
VCS-WA",2015-07-29 13:01:08
FORUM,876,2026-11-30,2030-11-30,Far-infrared Outgoing Radiation Understanding and Monitoring,"ESA
",SunSync,835 km,,,09:30 desc,Planned,"VCS-MA
VCS-WA",2015-07-29 13:01:58
FY-3J,678,2026-11-30,2034-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,05:00 desc,Planned,"VCS-MA
VCS-WA",2015-07-29 13:05:44
FY-4E,124,2026-11-30,2033-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,86.5 ° E,,,Planned,"FPR
LP
MRIR
VCS-WA",2015-07-29 13:06:43
JPSS-3,662,2026-11-30,2035-11-30,Joint Polar Satellite System,"NOAA
NASA",SunSync,824 km,,,13:30 asc,Planned,"APT
VCS-WA",2015-07-29 13:07:30
Obzor-O N4,651,2026-11-30,2033-11-30,Operative Monitoring Satellite - Optical,"Roscosmos
",SunSync,700 km,,,10:30 desc,Planned,VCS-WA,2015-07-29 13:08:10
Obzor-R N4,647,2026-11-30,2033-11-30,Operative Monitoring Satellite - Radar,"Roscosmos
",SunSync,650 km,,,TBD,Planned,"AVHRR
Argos
HIRS/2
MSU
SEM/MEPED
SEM/TED
SSU",2015-07-29 13:09:18
CIMR,886,2027-11-30,2032-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",SunSync,820 km,,,06:00 desc,Considered,TOMS,2015-07-29 13:10:04
MERLIN,592,2027-11-30,2030-11-30,Methane Remote Sensing Mission,"CNES
DLR",SunSync,506 km,,,06:00 asc,Planned,"DORIS
GPSDR
LRA (NASA)
NRA
SSALT
TMR",2015-07-29 13:11:03
ROSE-L,916,2027-11-30,2032-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",SunSync,693 km,,,06:00 desc,Considered,RALCam-1,2015-07-29 13:11:41
Sentinel-3D,804,2027-11-30,2034-11-30,Sentinel-3,"ESA
EC
EUMETSAT",SunSync,810 km,,,10:00 desc,Planned,TRACE,2015-07-29 13:13:04
AWS,919,2028-11-30,2035-11-30,Arctic Weather Satellite,"ESA
EUMETSAT",SunSync,595 km,,,TBD,Considered,TRISHNA,2021-11-25 15:17:19
CHIME,912,2028-11-30,2033-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",SunSync,786 km,,,10:30 desc,Considered,"CERES
LIS
PR
TMI 
VIRS",2019-10-30 18:23:55
Electro-M N3,546,2028-11-30,2038-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,165.8 ° E,,,Planned,TMS,2022-09-26 15:36:19
LSTM,915,2028-11-30,2033-11-30,Copernicus Sentinel Expansion Missions,"ESA
EC
EUMETSAT",SunSync,640 km,,,13:30 asc,Considered,TMS,2022-06-13 07:35:10
Tandem-L,428,2028-11-30,2039-11-30,TerraSAR,"DLR
",SunSync,745 km,,,06:00 desc,Considered,TMS,2022-06-13 07:36:47
FY-4F,125,2029-11-30,2036-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,105 ° E,,,Planned,TMS,2022-09-26 15:32:53
Metop-SG-A2,83,2030-11-30,2037-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,TMS,2022-09-26 15:36:50
JPSS-4,663,2031-11-30,2038-11-30,Joint Polar Satellite System,"NOAA
NASA",SunSync,824 km,,,13:30 asc,Planned,TMS,2022-09-26 15:37:11
Metop-SG-B2,86,2031-11-30,2038-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,TMS,2022-09-26 15:37:47
MTG-I3,291,2031-11-30,2039-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,"CSAR
HIS",2022-01-04 19:24:07
FY-4G,126,2032-11-30,2039-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,86.5 ° E,,,Planned,"LAD
TWINS",2022-03-21 08:46:29
MTG-S2,294,2033-11-30,2041-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,"ACRIM-II
CLAES
HALOE
HRDI
ISAMS
MLS 
PEM/AXIS
PEM/EPS 
PEM/VMAG
SOLSTICE
SUSIM
WINDII",2015-07-29 13:23:29
MTG-I4,292,2035-11-30,2043-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,SLIM6,2015-07-29 13:24:50
Metop-SG-A3,84,2037-11-30,2044-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,SLIM6,2020-01-01 03:16:51
Metop-SG-B3,87,2038-11-30,2045-11-30,EPS Second Generation,"EUMETSAT
ESA",SunSync,835 km,,,09:30 desc,Planned,UMBRA-SAR,2022-05-30 11:36:13
3D-Winds,832,TBD,TBD,Three-Dimensional Tropospheric Winds from Space-Based Lidar,"NASA
",SunSync,TBD km,,,,Mission concept,"ECT/HOPE
ECT/MagEIS
ECT/REPT
EFW (VAP)
EMFISIS
RBSPICE
RPS",2019-10-25 11:34:46
ACE (Aer.Clo.Eco.),506,TBD,TBD,Aerosol-Cloud Ecosystems,"NASA
",SunSync,,,,,Mission concept,VSSC,2018-07-11 13:39:30
ASCENDS,12,TBD,TBD,"Active Sensing of CO2 Emissions over Nights, Days, and Seasons","NASA
",SunSync,450 km,,,10:30 asc,Mission concept,"CCOR-Vigil
EUVI-Vigil
HI1-Vigil
HI2-Vigil
PMI",2022-03-07 16:39:24
CarbonSat,509,TBD,TBD,,"
",SunSync,,,,,Mission concept,NAOMI (AlSat),2022-01-03 15:27:55
CLARREO-1A,31,TBD,TBD,Climate Absolute Radiance and Refractivity Observatory ,"NASA
",DRIFT,609 km,,90°,,Mission concept,"PMC
WMC",2022-01-03 13:01:06
CLARREO-1B,560,TBD,TBD,Climate Absolute Radiance and Refractivity Observatory ,"NASA
",DRIFT,609 km,,90°,,Mission concept,,2018-01-18 12:59:43
CLARREO-2A,559,TBD,TBD,Climate Absolute Radiance and Refractivity Observatory ,"NASA
",DRIFT,609 km,,90°,,Mission concept,"EPACT
KONUS
MFI
PLASMA
SMS
SWE
TGRS
WAVES",2022-03-21 09:16:53
CLARREO-2B,561,TBD,TBD,Climate Absolute Radiance and Refractivity Observatory ,"NASA
",DRIFT,609 km,,90°,,Mission concept,WV60,2022-01-03 12:55:03
COSMIC-2b,451,TBD,TBD,"Constellation Observing System for Meteorology, Ionosphere & Climate","NSPO
NOAA
UCAR",DRIFT,800 km,,72°,,Mission concept,WV110,2017-08-03 10:23:21
DESDynI,47,TBD,TBD,"Deformation, Ecosystem Structure, and Dynamics of Ice","NASA
",SunSync,400 km,,,06:00 desc,Mission concept,WV110,2022-01-03 12:56:02
GACM,512,TBD,TBD,Global Atmospheric Composition Mission,"NASA
",SunSync,,,,,Mission concept,SpaceView-110,2021-09-17 14:24:09
GEO-CAPE,513,TBD,TBD,Geostationary Coastal and Air Pollution Events,"NASA
",GEO,35786 km,100 ° W,,,Mission concept,"ECP
MWI (WSF-M)",2022-06-27 10:11:22
HyspIRI,514,TBD,TBD,Hyperspectral Infra-Red Imager,"NASA
",SunSync,TBD km,,,,Mission concept,IRIS (X-Sat),2020-01-01 03:17:28
LIST,515,TBD,TBD,Lidar Surface Topography,"NASA
",SunSync,,,,,Mission concept,"EPIC (XMM)
OM
RGS",2022-01-03 16:04:30
MISTiC Winds,692,TBD,TBD,Midwave Infrared Sounding of Temperature and humidity in a Constellation for Winds,"NASA
",SunSync,705 km,,,13:30 asc,Mission concept,,2018-06-21 01:46:30
PATH,516,TBD,TBD,Precipitation and All-weather Temperature and Humidity,"NASA
",GEO,35786 km,,,,Mission concept,"FM-G
LETITsIYA-Camera
NBK/2
Ozonometer-3
RESPEKT
RIMS-A
SOLIST
SRF
ST/2
STEK
SUF",2021-11-26 19:07:50
PCW-1,484,TBD,TBD,Polar Communications and Weather,"CSA
",Molniya,,,63.4°,,Mission concept,"HRCC-2
HRPC-2",2020-01-01 03:18:12
PCW-2,485,TBD,TBD,Polar Communications and Weather,"CSA
",Molniya,,,63.4°,,Mission concept,,2020-04-06 20:39:38
SCLP,518,TBD,TBD,Snow and Cold Land Processes,"NASA
",SunSync,TBD km,,,TBD,Mission concept,"MSC (ZY)
TAC",2022-01-03 12:44:41
TRUTHS,921,TBD,TBD,Traceable Radiometry Underpinning Terrestrial- and Helio- Studies,"ESA
UKSA",DRIFT,610 km,,90°,,Considered,"MSC (ZY)
TAC",2022-01-03 12:45:45
XOVWM,519,TBD,TBD,Extended Ocean Vector Winds Mission,"NOAA
",SunSync,TBD km,,,TBD,Mission concept,"MSC (ZY)
TAC",2021-03-05 22:59:59
